,img_path,label
1842,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_278_v3.jpg,1
1843,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__13_none_empty_581.jpg,1
1844,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_124_v3.jpg,1
1845,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__13_none_empty_236.jpg,1
1846,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_52.jpg,1
1847,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_123.jpg,1
1848,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_146.jpg,1
1849,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_116.jpg,1
1850,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_64_v3.jpg,1
1851,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_77_v3.jpg,1
1852,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__5_none_empty_305.jpg,1
1853,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_747_v3.jpg,1
1854,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__23_none_empty_80.jpg,1
1855,/home/royliu/Documents/dataset/traffic/none_empty_road/9_none_empty_52.jpg,1
1856,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_170.jpg,1
1857,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__9_none_empty_62.jpg,1
1858,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_467_v3.jpg,1
1859,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__19_none_empty_31.jpg,1
1860,/home/royliu/Documents/dataset/traffic/none_empty_road/6_none_empty_4.jpg,1
1861,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__21_none_empty_37.jpg,1
1862,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__15_none_empty_206.jpg,1
1863,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_175_v3.jpg,1
1864,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_149.jpg,1
1865,/home/royliu/Documents/dataset/traffic/none_empty_road/3_none_empty_14.jpg,1
1866,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_408_v3.jpg,1
1867,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_920_v3.jpg,1
1868,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_413_v3.jpg,1
1869,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__9_none_empty_0.jpg,1
1870,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_426_v3.jpg,1
1871,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_43.jpg,1
1872,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_903_v3.jpg,1
1873,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_569_v3.jpg,1
1874,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__23_none_empty_202.jpg,1
1875,/home/royliu/Documents/dataset/traffic/none_empty_road/6_none_empty_2.jpg,1
1876,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_178.jpg,1
1877,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__3_none_empty_2.jpg,1
1878,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__5_none_empty_370.jpg,1
1879,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_389_v3.jpg,1
1880,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_25.jpg,1
1881,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_19.jpg,1
1882,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__4_none_empty_47.jpg,1
1883,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_122_v3.jpg,1
1884,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_366_v3.jpg,1
1885,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_41.jpg,1
1886,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_498.jpg,1
1887,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_895_v3.jpg,1
1888,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_10.jpg,1
1889,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_593.jpg,1
1890,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__4_none_empty_169.jpg,1
1891,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_33.jpg,1
1892,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_777_v3.jpg,1
1893,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_540_v3.jpg,1
1894,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__13_none_empty_210.jpg,1
1895,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_269.jpg,1
1896,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_867_v3.jpg,1
1897,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_550_v3.jpg,1
1898,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_285.jpg,1
1899,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__23_none_empty_199.jpg,1
1900,/home/royliu/Documents/dataset/traffic/none_empty_road/v19_none_empty_19.jpg,1
1901,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_272_v3.jpg,1
1902,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_98.jpg,1
1903,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_332.jpg,1
1904,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_130.jpg,1
1905,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__23_none_empty_223.jpg,1
1906,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_911_v3.jpg,1
1907,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_596_v3.jpg,1
1908,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_22.jpg,1
1909,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__0_none_empty_307_v3.jpg,1
1910,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_483.jpg,1
1911,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_142.jpg,1
1912,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_92.jpg,1
1913,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__5_none_empty_462.jpg,1
1914,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_136.jpg,1
1915,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_385.jpg,1
1916,/home/royliu/Documents/dataset/traffic/none_empty_road/v17_none_empty_38.jpg,1
1917,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_9.jpg,1
1918,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_66.jpg,1
1919,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_236.jpg,1
1920,/home/royliu/Documents/dataset/traffic/none_empty_road/v12_none_empty_9.jpg,1
1921,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_695_v3.jpg,1
1922,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__13_none_empty_600.jpg,1
1923,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_915_v3.jpg,1
1924,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_12_v3.jpg,1
1925,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_188.jpg,1
1926,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_32.jpg,1
1927,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_446.jpg,1
1928,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_941_v3.jpg,1
1929,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__15_none_empty_41.jpg,1
1930,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_192_v3.jpg,1
1931,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_939_v3.jpg,1
1932,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__0_none_empty_100_v3.jpg,1
1933,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_278_v3.jpg,1
1934,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__23_none_empty_40.jpg,1
1935,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_262_v3.jpg,1
1936,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_176_v3.jpg,1
1937,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_917_v3.jpg,1
1938,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_604_v3.jpg,1
1939,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_234_v3.jpg,1
1940,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_449.jpg,1
1941,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__13_none_empty_610.jpg,1
1942,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_101.jpg,1
1943,/home/royliu/Documents/dataset/traffic/none_empty_road/v19_none_empty_36.jpg,1
1944,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_518_v3.jpg,1
1945,/home/royliu/Documents/dataset/traffic/none_empty_road/11_none_empty_4.jpg,1
1946,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__7_none_empty_99.jpg,1
1947,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_462.jpg,1
1948,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_199.jpg,1
1949,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_576.jpg,1
1950,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_341.jpg,1
1951,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_423_v3.jpg,1
1952,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__17_none_empty_8.jpg,1
1953,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_29_v3.jpg,1
1954,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__19_none_empty_12.jpg,1
1955,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_150.jpg,1
1956,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_25.jpg,1
1957,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_28.jpg,1
1958,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_172.jpg,1
1959,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_456.jpg,1
1960,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__3_none_empty_13.jpg,1
1961,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__0_none_empty_5_v3.jpg,1
1962,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__7_none_empty_80.jpg,1
1963,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_2.jpg,1
1964,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__15_none_empty_102.jpg,1
1965,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__5_none_empty_355.jpg,1
1966,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__7_none_empty_114.jpg,1
1967,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_900_v3.jpg,1
1968,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_420.jpg,1
1969,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__23_none_empty_210.jpg,1
1970,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_583_v3.jpg,1
1971,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_27.jpg,1
1972,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_319_v3.jpg,1
1973,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__19_none_empty_35.jpg,1
1974,/home/royliu/Documents/dataset/traffic/none_empty_road/light__0_none_empty_362_v3.jpg,1
1975,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_126.jpg,1
1976,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_23_v3.jpg,1
1977,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__4_none_empty_164.jpg,1
1978,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_566_v3.jpg,1
1979,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_479.jpg,1
1980,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_40.jpg,1
1981,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_973_v3.jpg,1
1982,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_59.jpg,1
1983,/home/royliu/Documents/dataset/traffic/none_empty_road/3_none_empty_23.jpg,1
1984,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__0_none_empty_263_v3.jpg,1
1985,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_142_v3.jpg,1
1986,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_387.jpg,1
1987,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__5_none_empty_324.jpg,1
1988,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_953_v3.jpg,1
1989,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__9_none_empty_8.jpg,1
1990,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_922_v3.jpg,1
1991,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_126.jpg,1
1992,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_381_v3.jpg,1
1993,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_70.jpg,1
1994,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_934_v3.jpg,1
1995,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_69.jpg,1
1996,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_473_v3.jpg,1
1997,/home/royliu/Documents/dataset/traffic/none_empty_road/3_none_empty_30.jpg,1
1998,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_1_v3.jpg,1
1999,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_497.jpg,1
2000,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_445.jpg,1
2001,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_19.jpg,1
2002,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_67.jpg,1
2003,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_49.jpg,1
2004,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_139_v3.jpg,1
2005,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_393.jpg,1
2006,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_98_v3.jpg,1
2007,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_554_v3.jpg,1
2008,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_241.jpg,1
2009,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_464.jpg,1
2010,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_145.jpg,1
2011,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_22.jpg,1
2012,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__23_none_empty_201.jpg,1
2013,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_946_v3.jpg,1
2014,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_155_v3.jpg,1
2015,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_623_v3.jpg,1
2016,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__23_none_empty_320.jpg,1
2017,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_98.jpg,1
2018,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_171.jpg,1
2019,/home/royliu/Documents/dataset/traffic/none_empty_road/10_empty_27.jpg,1
2020,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_302_v3.jpg,1
2021,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_5_v3.jpg,1
2022,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__13_none_empty_202.jpg,1
2023,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_326_v3.jpg,1
2024,/home/royliu/Documents/dataset/traffic/none_empty_road/v19_none_empty_30.jpg,1
2025,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__7_none_empty_80.jpg,1
2026,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_168.jpg,1
2027,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_107.jpg,1
2028,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_653_v3.jpg,1
2029,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_7.jpg,1
2030,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__23_none_empty_379.jpg,1
2031,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_89_v3.jpg,1
2032,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_685_v3.jpg,1
2033,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_442.jpg,1
2034,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__15_none_empty_217.jpg,1
2035,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__13_none_empty_445.jpg,1
2036,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_502.jpg,1
2037,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_315_v3.jpg,1
2038,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_263_v3.jpg,1
2039,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_253.jpg,1
2040,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_718_v3.jpg,1
2041,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_25_v3.jpg,1
2042,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_208.jpg,1
2043,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__4_none_empty_12.jpg,1
2044,/home/royliu/Documents/dataset/traffic/none_empty_road/light__0_none_empty_116_v3.jpg,1
2045,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_352.jpg,1
2046,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__9_none_empty_2.jpg,1
2047,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_697_v3.jpg,1
2048,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_609_v3.jpg,1
2049,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_173.jpg,1
2050,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_588.jpg,1
2051,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_1.jpg,1
2052,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_381.jpg,1
2053,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_591.jpg,1
2054,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_81_v3.jpg,1
2055,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_296.jpg,1
2056,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_346.jpg,1
2057,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_705_v3.jpg,1
2058,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__13_none_empty_414.jpg,1
2059,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__15_none_empty_163.jpg,1
2060,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_135.jpg,1
2061,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_129.jpg,1
2062,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_39.jpg,1
2063,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_457.jpg,1
2064,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_728_v3.jpg,1
2065,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_282.jpg,1
2066,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_973_v3.jpg,1
2067,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_63.jpg,1
2068,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__6_empty_7.jpg,1
2069,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_202_v3.jpg,1
2070,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_540_v3.jpg,1
2071,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_516.jpg,1
2072,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_847_v3.jpg,1
2073,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_193.jpg,1
2074,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_2.jpg,1
2075,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_377.jpg,1
2076,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__0_none_empty_205_v3.jpg,1
2077,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_282_v3.jpg,1
2078,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__13_none_empty_181.jpg,1
2079,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_452.jpg,1
2080,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__23_none_empty_201.jpg,1
2081,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_641_v3.jpg,1
2082,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_913_v3.jpg,1
2083,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_864_v3.jpg,1
2084,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_198_v3.jpg,1
2085,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_453_v3.jpg,1
2086,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__23_none_empty_104.jpg,1
2087,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__15_none_empty_219.jpg,1
2088,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_516.jpg,1
2089,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_137.jpg,1
2090,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__4_none_empty_102.jpg,1
2091,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__6_none_empty_30.jpg,1
2092,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_222_v3.jpg,1
2093,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_421.jpg,1
2094,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_968_v3.jpg,1
2095,/home/royliu/Documents/dataset/traffic/none_empty_road/11_none_empty_21.jpg,1
2096,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__7_none_empty_22.jpg,1
2097,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_319_v3.jpg,1
2098,/home/royliu/Documents/dataset/traffic/none_empty_road/light__4_none_empty_71.jpg,1
2099,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_133_v3.jpg,1
2100,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_198_v3.jpg,1
2101,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_639_v3.jpg,1
2102,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_401.jpg,1
2103,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__13_none_empty_458.jpg,1
2104,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__23_none_empty_417.jpg,1
2105,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_173_v3.jpg,1
2106,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__23_none_empty_201.jpg,1
2107,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__23_none_empty_429.jpg,1
2108,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_121.jpg,1
2109,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__13_none_empty_318.jpg,1
2110,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__11_none_empty_14.jpg,1
2111,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_548_v3.jpg,1
2112,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_361_v3.jpg,1
2113,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__4_empty_6.jpg,1
2114,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__4_none_empty_13.jpg,1
2115,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_501_v3.jpg,1
2116,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_491.jpg,1
2117,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_303.jpg,1
2118,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_403.jpg,1
2119,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_228_v3.jpg,1
2120,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_150_v3.jpg,1
2121,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_381_v3.jpg,1
2122,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__19_none_empty_35.jpg,1
2123,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_799_v3.jpg,1
2124,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__4_none_empty_141.jpg,1
2125,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_911_v3.jpg,1
2126,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_50.jpg,1
2127,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_530.jpg,1
2128,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_217.jpg,1
2129,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_194_v3.jpg,1
2130,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_197.jpg,1
2131,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_22.jpg,1
2132,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_263_v3.jpg,1
2133,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_246_v3.jpg,1
2134,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_246.jpg,1
2135,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_180.jpg,1
2136,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__15_none_empty_190.jpg,1
2137,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_89.jpg,1
